Transaction_ID,Date,Customer_Name,Transaction_Type,Product_Service,Amount,Tax,Payment_Method,Location,Account_Category,Notes
TXN-2214,2025-01-27,Keith Little,Liability,Bank Loan,33495,0.0,Cash,Faisalabad,Long-term Liability,New equipment
TXN-2215,2025-03-15,Melissa Rowe,Asset,New Machinery,18706,0.0,Cash,Faisalabad,Fixed Asset,Marketing campaign
TXN-2216,2025-01-17,Emily Pollard,Income,Flour Sale,58875,10008.75,Card,Lahore,Revenue,Customer advance
TXN-2217,2025-03-29,Katherine Castillo,Income,Rice Sale,20994,3568.98,Cash,Lahore,Revenue,Refund processed
TXN-2218,2025-03-27,Theresa Carney,Liability,Utility Bill Due,31713,0.0,Card,Lahore,Short-term Liability,Refund processed
TXN-2219,2025-03-23,Tanya Anderson,Liability,Tax Payable,9437,0.0,Bank Transfer,Lahore,Short-term Liability,Refund processed
TXN-2220,2025-03-24,Brooke Dennis,Liability,Utility Bill Due,39439,0.0,Card,Islamabad,Long-term Liability,Monthly bill
TXN-2221,2025-01-20,Joshua Bender,Refund,Customer Refund,61226,0.0,Cheque,Karachi,Revenue Adjustment,Marketing campaign
TXN-2222,2025-02-24,Jessica Rivera,Expense,Electricity Bill,62380,0.0,Card,Islamabad,Administrative Expense,Paid to supplier
TXN-2223,2025-04-01,James Garrett,Expense,Marketing,96160,0.0,Card,Lahore,Operating Expense,Marketing campaign
TXN-2224,2025-03-27,Adrian Guerra,Capital,Shareholder Equity,49667,0.0,Cash,Islamabad,Equity,Loan installment
TXN-2225,2025-01-17,David Cook,Income,Rice Sale,15137,2573.29,Card,Lahore,Revenue,Monthly bill
TXN-2226,2025-02-05,Ryan Lopez,Asset,New Machinery,54892,0.0,Bank Transfer,Islamabad,Fixed Asset,Refund processed
TXN-2227,2025-03-06,Brenda Ayala,Liability,Bank Loan,38551,0.0,Card,Islamabad,Short-term Liability,New equipment
TXN-2228,2025-02-12,Joshua Sanders,Income,Flour Sale,10101,1717.17,Cash,Islamabad,Revenue,Paid to supplier
TXN-2229,2025-02-28,Nicholas Miller,Income,Wheat Sale,41466,7049.22,Cash,Faisalabad,Revenue,Paid to supplier
TXN-2230,2025-01-20,Jeffrey Walter,Expense,Marketing,87349,0.0,Card,Faisalabad,Operating Expense,Monthly bill
TXN-2231,2025-03-23,David Lee,Expense,Staff Salary,34063,0.0,Cheque,Islamabad,Operating Expense,Loan installment
TXN-2232,2025-03-02,Brandon Mendez,Asset,Furniture,74981,0.0,Cheque,Karachi,Current Asset,Marketing campaign
TXN-2233,2025-03-09,John Simmons,Liability,Bank Loan,51382,0.0,Cheque,Faisalabad,Long-term Liability,Monthly bill
TXN-2234,2025-01-31,Brittany Bishop,Refund,Customer Refund,74627,0.0,Cheque,Islamabad,Revenue Adjustment,Loan installment
TXN-2235,2025-02-07,James Roberts,Capital,Shareholder Equity,85481,0.0,Card,Islamabad,Equity,Refund processed
TXN-2236,2025-04-01,Heather Davis,Expense,Electricity Bill,9510,0.0,Cash,Faisalabad,Administrative Expense,New equipment
TXN-2237,2025-04-13,Louis Burgess,Capital,Owner Investment,33703,0.0,Cash,Lahore,Equity,Loan installment
TXN-2238,2025-02-01,Sally Tanner,Capital,Shareholder Equity,85493,0.0,Bank Transfer,Islamabad,Equity,Customer advance
TXN-2239,2025-02-16,Tracy Smith,Asset,New Machinery,8273,0.0,Cheque,Karachi,Fixed Asset,Paid to supplier
TXN-2240,2025-03-28,Allen Nelson,Liability,Bank Loan,70126,0.0,Cash,Islamabad,Short-term Liability,New equipment
TXN-2241,2025-03-15,Mrs. Cynthia Moore,Income,Rice Sale,53106,9028.02,Cheque,Islamabad,Revenue,Paid to supplier
TXN-2242,2025-01-24,Michelle Lozano,Capital,Partner Fund,71214,0.0,Bank Transfer,Lahore,Equity,Marketing campaign
TXN-2243,2025-02-25,Marie Robertson,Refund,Supplier Refund,65315,0.0,Cash,Karachi,Revenue Adjustment,Customer advance
TXN-2244,2025-02-08,Elizabeth Caldwell,Income,Oil Sale,86846,14763.82,Cash,Islamabad,Revenue,Marketing campaign
TXN-2245,2025-04-07,Tina Sellers,Refund,Customer Refund,27493,0.0,Card,Faisalabad,Revenue Adjustment,Refund processed
TXN-2246,2025-03-19,Rebecca Rivera,Capital,Owner Investment,20281,0.0,Bank Transfer,Karachi,Equity,Customer advance
TXN-2247,2025-04-06,April Johnson,Asset,New Machinery,2952,0.0,Cheque,Lahore,Current Asset,New equipment
TXN-2248,2025-04-04,Christina Thomas,Liability,Tax Payable,39329,0.0,Cash,Lahore,Short-term Liability,Customer advance
TXN-2249,2025-02-10,Derek Harris,Expense,Staff Salary,78877,0.0,Cash,Karachi,Administrative Expense,New equipment
TXN-2250,2025-01-25,Justin Acevedo,Income,Rice Sale,35934,6108.78,Bank Transfer,Karachi,Revenue,Monthly bill
TXN-2251,2025-04-09,Mike Munoz,Asset,Shop Inventory,75898,0.0,Cash,Karachi,Fixed Asset,Refund processed
TXN-2252,2025-01-30,Joseph Miller,Liability,Tax Payable,14008,0.0,Cash,Karachi,Long-term Liability,Monthly bill
TXN-2253,2025-03-03,Susan Gilbert,Liability,Tax Payable,70558,0.0,Cheque,Karachi,Short-term Liability,Paid to supplier
TXN-2254,2025-03-07,John Jimenez,Capital,Partner Fund,4898,0.0,Card,Karachi,Equity,Refund processed
TXN-2255,2025-02-24,Darren Thompson,Refund,Supplier Refund,34883,0.0,Bank Transfer,Lahore,Revenue Adjustment,Refund processed
TXN-2256,2025-04-11,Belinda Sexton,Refund,Supplier Refund,17658,0.0,Cheque,Islamabad,Revenue Adjustment,Paid to supplier
TXN-2257,2025-03-13,Rhonda Oneal,Asset,Vehicle Purchase,1506,0.0,Cheque,Islamabad,Fixed Asset,Refund processed
TXN-2258,2025-03-28,Bradley Cunningham,Expense,Supplier Payment,10791,0.0,Cheque,Lahore,Operating Expense,Customer advance
TXN-2259,2025-02-10,Marissa Wilkins,Income,Rice Sale,79355,13490.35,Bank Transfer,Faisalabad,Revenue,Refund processed
TXN-2260,2025-02-18,Mrs. Christina Parks,Capital,Owner Investment,2466,0.0,Cash,Islamabad,Equity,Marketing campaign
TXN-2261,2025-04-12,Darren Vargas,Refund,Supplier Refund,19836,0.0,Bank Transfer,Islamabad,Revenue Adjustment,Customer advance
TXN-2262,2025-02-15,Brian Stanley,Capital,Shareholder Equity,9625,0.0,Cheque,Faisalabad,Equity,Paid to supplier
TXN-2263,2025-03-23,Tina Hall,Refund,Customer Refund,30022,0.0,Cheque,Islamabad,Revenue Adjustment,Refund processed
TXN-2264,2025-04-07,David Wright,Refund,Supplier Refund,56727,0.0,Cheque,Islamabad,Revenue Adjustment,New equipment
TXN-2265,2025-02-19,Joshua Butler,Income,Wheat Sale,89994,15298.98,Bank Transfer,Faisalabad,Revenue,Paid to supplier
TXN-2266,2025-02-27,Robin Lindsey,Asset,Furniture,30727,0.0,Bank Transfer,Islamabad,Current Asset,Marketing campaign
TXN-2267,2025-02-13,Sydney Diaz,Asset,Furniture,89352,0.0,Card,Lahore,Fixed Asset,Marketing campaign
TXN-2268,2025-03-12,Mark Matthews,Liability,Bank Loan,8343,0.0,Bank Transfer,Lahore,Long-term Liability,Customer advance
TXN-2269,2025-02-21,Debbie Ramirez,Capital,Partner Fund,87411,0.0,Card,Lahore,Equity,Paid to supplier
TXN-2270,2025-03-03,Brad Nolan,Expense,Supplier Payment,19583,0.0,Cheque,Faisalabad,Administrative Expense,Paid to supplier
TXN-2271,2025-04-06,Adam Martinez,Asset,Shop Inventory,67080,0.0,Cash,Faisalabad,Fixed Asset,Marketing campaign
TXN-2272,2025-03-19,Natalie Bullock,Capital,Shareholder Equity,97533,0.0,Bank Transfer,Faisalabad,Equity,Monthly bill
TXN-2273,2025-02-28,Jody Moore,Asset,Shop Inventory,82557,0.0,Bank Transfer,Faisalabad,Fixed Asset,Monthly bill
TXN-2274,2025-04-05,Carol Flores,Expense,Staff Salary,8618,0.0,Card,Islamabad,Administrative Expense,Paid to supplier
TXN-2275,2025-01-19,Holly Medina,Capital,Shareholder Equity,15760,0.0,Cash,Lahore,Equity,New equipment
TXN-2276,2025-04-11,Jeremy Harvey,Liability,Supplier Credit,34927,0.0,Bank Transfer,Karachi,Short-term Liability,Paid to supplier
TXN-2277,2025-01-17,James Guzman,Refund,Customer Refund,30125,0.0,Cash,Karachi,Revenue Adjustment,Loan installment
TXN-2278,2025-03-03,Holly Watson,Liability,Bank Loan,89001,0.0,Cheque,Islamabad,Long-term Liability,Paid to supplier
TXN-2279,2025-02-01,William Navarro,Income,Oil Sale,62615,10644.55,Bank Transfer,Karachi,Revenue,Paid to supplier
TXN-2280,2025-02-06,Stacy Cox,Income,Wheat Sale,76005,12920.85,Cheque,Islamabad,Revenue,Monthly bill
TXN-2281,2025-04-12,Linda Duke,Liability,Supplier Credit,61631,0.0,Bank Transfer,Islamabad,Long-term Liability,New equipment
TXN-2282,2025-03-19,Samuel Wallace,Capital,Owner Investment,90267,0.0,Cheque,Lahore,Equity,Refund processed
TXN-2283,2025-02-12,Joe Reid,Income,Flour Sale,56097,9536.49,Bank Transfer,Lahore,Revenue,Loan installment
TXN-2284,2025-02-26,Jeremy Rivera,Refund,Supplier Refund,80212,0.0,Cash,Faisalabad,Revenue Adjustment,Marketing campaign
TXN-2285,2025-03-14,Timothy Oconnell,Expense,Shop Rent,61248,0.0,Card,Karachi,Operating Expense,Paid to supplier
TXN-2286,2025-02-23,Aaron Moses,Liability,Utility Bill Due,29101,0.0,Cheque,Lahore,Short-term Liability,Marketing campaign
TXN-2287,2025-02-28,Alexander Mullins,Liability,Utility Bill Due,95491,0.0,Card,Karachi,Long-term Liability,Customer advance
TXN-2288,2025-01-26,Andre Torres,Income,Sugar Sale,52220,8877.4,Bank Transfer,Lahore,Revenue,Paid to supplier
TXN-2289,2025-02-24,Kathleen Perez,Income,Sugar Sale,57767,9820.39,Cash,Lahore,Revenue,Paid to supplier
TXN-2290,2025-01-27,Jennifer Wilson,Expense,Supplier Payment,81870,0.0,Cheque,Faisalabad,Administrative Expense,Monthly bill
TXN-2291,2025-04-10,Denise Stevens,Capital,Partner Fund,78634,0.0,Bank Transfer,Karachi,Equity,New equipment
TXN-2292,2025-02-18,Ashley Aguilar,Refund,Supplier Refund,34390,0.0,Bank Transfer,Karachi,Revenue Adjustment,Monthly bill
TXN-2293,2025-04-13,Angela Johnson,Refund,Supplier Refund,58500,0.0,Card,Karachi,Revenue Adjustment,Monthly bill
TXN-2294,2025-02-05,Teresa Thompson,Refund,Supplier Refund,4117,0.0,Cheque,Lahore,Revenue Adjustment,Monthly bill
TXN-2295,2025-03-27,Emily Torres,Expense,Staff Salary,55664,0.0,Bank Transfer,Islamabad,Operating Expense,Monthly bill
TXN-2296,2025-03-04,Jennifer Robinson,Liability,Bank Loan,28527,0.0,Bank Transfer,Karachi,Short-term Liability,New equipment
TXN-2297,2025-04-09,Jeffrey Morales,Capital,Shareholder Equity,82711,0.0,Cash,Karachi,Equity,Loan installment
TXN-2298,2025-03-21,Kristen Reyes,Income,Sugar Sale,29234,4969.78,Bank Transfer,Faisalabad,Revenue,Paid to supplier
TXN-2299,2025-04-07,Kevin Sanders,Expense,Staff Salary,52061,0.0,Bank Transfer,Karachi,Operating Expense,Marketing campaign
TXN-2300,2025-04-15,John Skinner,Liability,Bank Loan,71601,0.0,Cash,Islamabad,Short-term Liability,Customer advance
TXN-2301,2025-03-25,Carrie Dunn,Capital,Partner Fund,91259,0.0,Card,Faisalabad,Equity,Marketing campaign
TXN-2302,2025-04-15,Dr. Elizabeth James,Liability,Supplier Credit,55587,0.0,Bank Transfer,Karachi,Long-term Liability,Paid to supplier
TXN-2303,2025-01-28,Dawn Lynch,Liability,Supplier Credit,63501,0.0,Cheque,Faisalabad,Short-term Liability,New equipment
TXN-2304,2025-03-19,Elizabeth Wright,Income,Wheat Sale,12510,2126.7,Cash,Islamabad,Revenue,Loan installment
TXN-2305,2025-04-11,Jennifer Simpson,Liability,Bank Loan,31182,0.0,Cheque,Faisalabad,Long-term Liability,Monthly bill
TXN-2306,2025-02-17,Tyler Owens,Refund,Supplier Refund,68100,0.0,Cash,Faisalabad,Revenue Adjustment,Refund processed
TXN-2307,2025-03-29,Grace Park,Income,Sugar Sale,78989,13428.13,Cash,Karachi,Revenue,New equipment
TXN-2308,2025-04-09,Lisa Adams,Income,Rice Sale,93061,15820.37,Bank Transfer,Faisalabad,Revenue,Marketing campaign
TXN-2309,2025-01-26,Mercedes Johnston,Refund,Supplier Refund,33640,0.0,Cheque,Faisalabad,Revenue Adjustment,Marketing campaign
TXN-2310,2025-02-28,Joyce Sanders,Liability,Tax Payable,70383,0.0,Bank Transfer,Lahore,Long-term Liability,Paid to supplier
TXN-2311,2025-03-25,Rebecca Kelley,Liability,Utility Bill Due,57422,0.0,Cash,Faisalabad,Long-term Liability,Monthly bill
TXN-2312,2025-04-08,Douglas Davis DDS,Asset,New Machinery,62314,0.0,Cash,Faisalabad,Current Asset,Marketing campaign
TXN-2313,2025-03-18,Stephanie Rice,Refund,Supplier Refund,64117,0.0,Cheque,Lahore,Revenue Adjustment,New equipment
TXN-2314,2025-02-11,Eric Bridges,Asset,Shop Inventory,11017,0.0,Cheque,Faisalabad,Fixed Asset,New equipment
TXN-2315,2025-03-15,Scott Chan,Income,Flour Sale,17466,2969.22,Card,Lahore,Revenue,New equipment
TXN-2316,2025-03-06,Laurie Tyler,Liability,Tax Payable,23581,0.0,Cash,Islamabad,Long-term Liability,Paid to supplier
TXN-2317,2025-04-03,William Coleman,Refund,Customer Refund,54096,0.0,Card,Lahore,Revenue Adjustment,Monthly bill
TXN-2318,2025-02-03,James Rivas,Refund,Supplier Refund,47413,0.0,Bank Transfer,Faisalabad,Revenue Adjustment,Loan installment
TXN-2319,2025-03-04,Janet Davis,Refund,Supplier Refund,7443,0.0,Bank Transfer,Faisalabad,Revenue Adjustment,Marketing campaign
TXN-2320,2025-03-17,Barbara Moore,Expense,Electricity Bill,21083,0.0,Card,Karachi,Administrative Expense,Refund processed
TXN-2321,2025-03-27,Roberto Ross,Refund,Supplier Refund,89598,0.0,Bank Transfer,Lahore,Revenue Adjustment,Paid to supplier
TXN-2322,2025-03-11,Ryan Crawford,Refund,Customer Refund,15877,0.0,Cheque,Lahore,Revenue Adjustment,Paid to supplier
TXN-2323,2025-03-30,Craig Elliott,Income,Wheat Sale,49396,8397.32,Cash,Lahore,Revenue,New equipment
TXN-2324,2025-04-04,Devon Ferrell,Asset,Shop Inventory,38372,0.0,Cash,Islamabad,Fixed Asset,Customer advance
TXN-2325,2025-02-04,Alicia Williams,Income,Oil Sale,78343,13318.31,Bank Transfer,Faisalabad,Revenue,Marketing campaign
TXN-2326,2025-02-24,Ryan Brown,Refund,Supplier Refund,79338,0.0,Cheque,Karachi,Revenue Adjustment,Customer advance
TXN-2327,2025-02-12,Tracy Melton,Capital,Partner Fund,58338,0.0,Card,Islamabad,Equity,Loan installment
TXN-2328,2025-03-23,Michael Nguyen,Expense,Electricity Bill,26015,0.0,Card,Islamabad,Operating Expense,New equipment
TXN-2329,2025-04-16,Jessica Chen,Refund,Customer Refund,33594,0.0,Cash,Islamabad,Revenue Adjustment,Marketing campaign
TXN-2330,2025-01-28,Lisa Robinson,Capital,Owner Investment,68564,0.0,Bank Transfer,Lahore,Equity,Loan installment
TXN-2331,2025-02-08,Bryan Jones,Expense,Supplier Payment,2988,0.0,Bank Transfer,Islamabad,Administrative Expense,Customer advance
TXN-2332,2025-03-10,Tiffany Johnson,Liability,Supplier Credit,85609,0.0,Bank Transfer,Lahore,Short-term Liability,Loan installment
TXN-2333,2025-04-07,Nicholas Rice,Expense,Marketing,81680,0.0,Card,Faisalabad,Operating Expense,New equipment
TXN-2334,2025-02-15,Sylvia Kelly,Refund,Supplier Refund,31158,0.0,Cheque,Islamabad,Revenue Adjustment,Refund processed
TXN-2335,2025-03-23,Michael Johnson,Liability,Utility Bill Due,11223,0.0,Cheque,Karachi,Short-term Liability,Loan installment
TXN-2336,2025-03-20,Mary Miller,Asset,Vehicle Purchase,13533,0.0,Bank Transfer,Karachi,Fixed Asset,Customer advance
TXN-2337,2025-02-11,Cheryl Villanueva,Liability,Utility Bill Due,97739,0.0,Cheque,Faisalabad,Long-term Liability,Monthly bill
TXN-2338,2025-02-27,Madison Hancock,Asset,Shop Inventory,14241,0.0,Cheque,Faisalabad,Fixed Asset,New equipment
TXN-2339,2025-02-02,Kayla Scott,Liability,Tax Payable,16723,0.0,Card,Karachi,Long-term Liability,Paid to supplier
TXN-2340,2025-02-25,Edward Perry,Income,Rice Sale,90380,15364.6,Cash,Lahore,Revenue,Loan installment
TXN-2341,2025-01-18,Melissa Nelson,Expense,Shop Rent,10765,0.0,Card,Faisalabad,Operating Expense,Refund processed
TXN-2342,2025-03-09,Walter Lambert,Expense,Shop Rent,49902,0.0,Card,Lahore,Administrative Expense,Loan installment
TXN-2343,2025-01-19,Theresa Kim,Liability,Tax Payable,25283,0.0,Card,Islamabad,Short-term Liability,Paid to supplier
TXN-2344,2025-04-01,Dustin Garcia,Asset,Furniture,98010,0.0,Card,Faisalabad,Fixed Asset,Paid to supplier
TXN-2345,2025-04-05,Samantha Watson,Refund,Supplier Refund,72215,0.0,Card,Lahore,Revenue Adjustment,Customer advance
TXN-2346,2025-01-31,Laura Bennett,Refund,Supplier Refund,54824,0.0,Cash,Karachi,Revenue Adjustment,Paid to supplier
TXN-2347,2025-02-26,Patrick Garcia,Capital,Owner Investment,80806,0.0,Card,Faisalabad,Equity,Paid to supplier
TXN-2348,2025-04-07,Susan Wilson,Liability,Supplier Credit,50924,0.0,Card,Faisalabad,Long-term Liability,Loan installment
TXN-2349,2025-02-26,Timothy Miller,Refund,Customer Refund,70291,0.0,Card,Karachi,Revenue Adjustment,Monthly bill
TXN-2350,2025-03-22,David Brooks,Refund,Supplier Refund,4585,0.0,Cheque,Faisalabad,Revenue Adjustment,Customer advance
TXN-2351,2025-02-27,Jennifer Greene,Capital,Shareholder Equity,41996,0.0,Bank Transfer,Karachi,Equity,Refund processed
TXN-2352,2025-02-26,Amanda Miller,Expense,Supplier Payment,91376,0.0,Card,Lahore,Administrative Expense,New equipment
TXN-2353,2025-03-28,Matthew Orozco,Refund,Customer Refund,71706,0.0,Cheque,Faisalabad,Revenue Adjustment,Loan installment
TXN-2354,2025-02-02,Mark Garcia,Refund,Supplier Refund,64672,0.0,Bank Transfer,Faisalabad,Revenue Adjustment,Refund processed
TXN-2355,2025-03-31,Wendy Tapia,Capital,Partner Fund,40764,0.0,Cheque,Lahore,Equity,Monthly bill
TXN-2356,2025-02-25,Tiffany Butler,Asset,Vehicle Purchase,53796,0.0,Cheque,Faisalabad,Fixed Asset,New equipment
TXN-2357,2025-04-02,Michelle Lam,Refund,Supplier Refund,66267,0.0,Cash,Faisalabad,Revenue Adjustment,Marketing campaign
TXN-2358,2025-01-21,Mr. Marcus Miller,Expense,Staff Salary,36393,0.0,Cash,Lahore,Administrative Expense,Paid to supplier
TXN-2359,2025-01-19,Brad Flores,Expense,Shop Rent,15096,0.0,Bank Transfer,Lahore,Operating Expense,Refund processed
TXN-2360,2025-02-20,Helen Romero,Asset,New Machinery,29184,0.0,Cash,Karachi,Current Asset,Monthly bill
TXN-2361,2025-04-04,Scott Griffin,Expense,Supplier Payment,41499,0.0,Cash,Islamabad,Operating Expense,Marketing campaign
TXN-2362,2025-01-24,Gloria Roberts,Capital,Partner Fund,85363,0.0,Cheque,Faisalabad,Equity,Monthly bill
TXN-2363,2025-02-18,Danielle Yates,Liability,Supplier Credit,66567,0.0,Cash,Faisalabad,Short-term Liability,Monthly bill
TXN-2364,2025-04-04,Amanda Harrington,Liability,Tax Payable,96496,0.0,Cheque,Faisalabad,Long-term Liability,Monthly bill
TXN-2365,2025-03-26,David Villarreal,Expense,Shop Rent,65723,0.0,Cheque,Karachi,Administrative Expense,New equipment
TXN-2366,2025-03-05,Benjamin Frank,Refund,Customer Refund,6625,0.0,Card,Islamabad,Revenue Adjustment,Marketing campaign
TXN-2367,2025-04-15,Jessica Browning MD,Refund,Supplier Refund,87063,0.0,Cash,Islamabad,Revenue Adjustment,Customer advance
TXN-2368,2025-03-04,Tanya Harris,Expense,Staff Salary,94445,0.0,Cash,Islamabad,Operating Expense,Loan installment
TXN-2369,2025-03-10,Heather Bennett,Expense,Shop Rent,30744,0.0,Cheque,Karachi,Operating Expense,Customer advance
TXN-2370,2025-04-15,Chad Wilson,Asset,Furniture,17906,0.0,Bank Transfer,Karachi,Current Asset,Paid to supplier
TXN-2371,2025-03-19,Mark Simmons,Expense,Shop Rent,88798,0.0,Cash,Faisalabad,Administrative Expense,New equipment
TXN-2372,2025-04-01,Nathan Harris,Asset,Vehicle Purchase,16261,0.0,Bank Transfer,Karachi,Current Asset,Paid to supplier
TXN-2373,2025-03-18,Jeffrey Flores,Income,Wheat Sale,69294,11779.98,Cash,Faisalabad,Revenue,Marketing campaign
TXN-2374,2025-02-06,Sarah Johnson,Capital,Owner Investment,81346,0.0,Cheque,Karachi,Equity,Marketing campaign
TXN-2375,2025-04-04,Jimmy Taylor,Asset,New Machinery,18316,0.0,Card,Faisalabad,Current Asset,Loan installment
TXN-2376,2025-01-31,Ruth Warren,Income,Rice Sale,81441,13844.97,Card,Faisalabad,Revenue,Marketing campaign
TXN-2377,2025-02-07,Krista Chen,Refund,Supplier Refund,3162,0.0,Cheque,Islamabad,Revenue Adjustment,New equipment
TXN-2378,2025-02-06,Andre Stein,Refund,Supplier Refund,99640,0.0,Cheque,Karachi,Revenue Adjustment,Monthly bill
TXN-2379,2025-03-31,Anthony Richards,Liability,Utility Bill Due,54134,0.0,Card,Lahore,Long-term Liability,Refund processed
TXN-2380,2025-02-03,William Green,Liability,Bank Loan,22123,0.0,Cheque,Karachi,Short-term Liability,Customer advance
TXN-2381,2025-03-31,Mariah Green,Refund,Supplier Refund,42858,0.0,Cheque,Lahore,Revenue Adjustment,Paid to supplier
TXN-2382,2025-03-15,Heather Gutierrez,Income,Wheat Sale,63165,10738.05,Cash,Karachi,Revenue,Loan installment
TXN-2383,2025-04-04,David Edwards,Expense,Electricity Bill,15905,0.0,Bank Transfer,Faisalabad,Operating Expense,Monthly bill
TXN-2384,2025-02-12,Courtney Mitchell,Asset,Furniture,55319,0.0,Cash,Islamabad,Current Asset,Paid to supplier
TXN-2385,2025-01-24,Brian Gordon,Capital,Owner Investment,88615,0.0,Card,Karachi,Equity,Refund processed
TXN-2386,2025-01-17,Michael Grant,Expense,Shop Rent,41680,0.0,Cash,Lahore,Operating Expense,Marketing campaign
TXN-2387,2025-01-26,Katrina Rogers,Expense,Shop Rent,44976,0.0,Cash,Karachi,Administrative Expense,Monthly bill
TXN-2388,2025-03-16,Brian Williams,Income,Flour Sale,34510,5866.7,Card,Islamabad,Revenue,Marketing campaign
TXN-2389,2025-03-11,David Nolan,Asset,Furniture,15299,0.0,Card,Faisalabad,Fixed Asset,New equipment
TXN-2390,2025-03-21,Joshua Davis,Asset,Furniture,10995,0.0,Cash,Lahore,Current Asset,Marketing campaign
TXN-2391,2025-03-29,Morgan Moss,Income,Rice Sale,88542,15052.14,Card,Islamabad,Revenue,New equipment
TXN-2392,2025-02-09,Lisa Richardson,Liability,Tax Payable,84067,0.0,Bank Transfer,Lahore,Short-term Liability,Monthly bill
TXN-2393,2025-03-26,Steve Chen,Refund,Customer Refund,34928,0.0,Cash,Islamabad,Revenue Adjustment,Marketing campaign
TXN-2394,2025-01-25,Victoria Estrada,Asset,New Machinery,53203,0.0,Cash,Islamabad,Current Asset,Customer advance
TXN-2395,2025-03-02,William Casey,Capital,Owner Investment,285,0.0,Bank Transfer,Islamabad,Equity,Paid to supplier
TXN-2396,2025-04-14,Amber Reynolds,Capital,Owner Investment,93147,0.0,Bank Transfer,Karachi,Equity,Marketing campaign
TXN-2397,2025-04-12,Kevin Fuller,Refund,Customer Refund,32480,0.0,Card,Islamabad,Revenue Adjustment,Monthly bill
TXN-2398,2025-02-18,Joshua Patton,Asset,Vehicle Purchase,44442,0.0,Cash,Islamabad,Fixed Asset,Paid to supplier
TXN-2399,2025-01-29,Adam Romero,Expense,Staff Salary,10056,0.0,Bank Transfer,Lahore,Administrative Expense,Refund processed
TXN-2400,2025-01-23,Carla Sims,Capital,Partner Fund,76803,0.0,Cheque,Faisalabad,Equity,Monthly bill
TXN-2401,2025-01-22,Christopher Ward,Income,Sugar Sale,25080,4263.6,Bank Transfer,Karachi,Revenue,Customer advance
TXN-2402,2025-04-11,Carly Harrison,Liability,Supplier Credit,53840,0.0,Cash,Faisalabad,Short-term Liability,Customer advance
TXN-2403,2025-01-26,Ashley Chen,Expense,Electricity Bill,14308,0.0,Cheque,Faisalabad,Administrative Expense,Loan installment
TXN-2404,2025-03-16,Kevin Raymond,Capital,Owner Investment,79606,0.0,Cash,Faisalabad,Equity,Marketing campaign
TXN-2405,2025-02-22,Chelsea Hall,Capital,Partner Fund,17972,0.0,Cheque,Karachi,Equity,Customer advance
TXN-2406,2025-04-02,Thomas Andrade,Expense,Shop Rent,79738,0.0,Cash,Lahore,Administrative Expense,Marketing campaign
TXN-2407,2025-03-28,Eddie Davis,Asset,Shop Inventory,9214,0.0,Cheque,Lahore,Fixed Asset,Marketing campaign
TXN-2408,2025-03-30,Anthony Rodriguez,Refund,Supplier Refund,66153,0.0,Bank Transfer,Lahore,Revenue Adjustment,Customer advance
TXN-2409,2025-01-29,Mathew Harris,Liability,Utility Bill Due,15070,0.0,Cash,Lahore,Long-term Liability,Monthly bill
TXN-2410,2025-04-09,Jessica Johnson,Refund,Customer Refund,86359,0.0,Bank Transfer,Lahore,Revenue Adjustment,New equipment
TXN-2411,2025-02-22,Jennifer Hicks,Capital,Shareholder Equity,31722,0.0,Card,Karachi,Equity,New equipment
TXN-2412,2025-02-25,Robert Duffy,Income,Flour Sale,63671,10824.07,Cash,Karachi,Revenue,Refund processed
TXN-2413,2025-03-07,Aaron Riley,Expense,Supplier Payment,80297,0.0,Cash,Karachi,Administrative Expense,Refund processed
TXN-2414,2025-02-14,Stephen Chase,Refund,Supplier Refund,15420,0.0,Bank Transfer,Lahore,Revenue Adjustment,Customer advance
TXN-2415,2025-01-26,William Daniel,Income,Flour Sale,27072,4602.24,Cash,Islamabad,Revenue,Marketing campaign
TXN-2416,2025-01-28,Nancy Rodriguez,Capital,Owner Investment,95347,0.0,Cash,Lahore,Equity,Monthly bill
TXN-2417,2025-03-27,Stephanie Mcclain,Income,Oil Sale,62588,10639.96,Cheque,Islamabad,Revenue,Customer advance
TXN-2418,2025-03-18,Christopher Hoover,Liability,Bank Loan,7539,0.0,Cheque,Faisalabad,Short-term Liability,New equipment
TXN-2419,2025-01-28,Gregory Washington,Liability,Utility Bill Due,65257,0.0,Cheque,Faisalabad,Long-term Liability,Paid to supplier
TXN-2420,2025-04-07,Derek Taylor,Asset,Furniture,83459,0.0,Card,Islamabad,Current Asset,Customer advance
TXN-2421,2025-03-16,Tara Turner,Refund,Supplier Refund,97057,0.0,Bank Transfer,Faisalabad,Revenue Adjustment,Customer advance
TXN-2422,2025-02-24,Peter Harrison,Income,Oil Sale,96584,16419.28,Card,Lahore,Revenue,Paid to supplier
TXN-2423,2025-02-26,Natasha Smith,Capital,Shareholder Equity,74148,0.0,Cheque,Faisalabad,Equity,New equipment
TXN-2424,2025-01-27,Joseph Wang,Expense,Marketing,47816,0.0,Cash,Lahore,Operating Expense,New equipment
TXN-2425,2025-03-02,Ashley Tyler,Income,Flour Sale,61994,10538.98,Bank Transfer,Lahore,Revenue,Refund processed
TXN-2426,2025-04-14,Raven Gardner,Asset,New Machinery,4279,0.0,Bank Transfer,Islamabad,Current Asset,Monthly bill
